"URI","Заголовок","RecordId","Монетный тип URI","От даты","К дате","Правитель","Stated Authority","Эмитент","Состояние","Династия","Божество","Портрет","Номинал","Отделение","Тип предмета","Artist","Engraver","Maker","Signature","Производство","Материал","Форма","Place of Production","Place of Issue","Place of Cataloging Relevance","Регион","Монетный тип","Hoard","Место находки","Ссылка","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Легенда аверса","Тип аверса","Легенда реверса","Тип реверса","Дата на объекте","Hijra","Оси","Диаметр","Вес","Thumbnail_obv","Thumbnail_rev","Дата обновления"
"http://numismatics.org/collection/1944.100.23777","Billon AE3 of Constantius II, Constantinople, 337–340. 1944.100.23777","1944.100.23777","http://numismatics.org/ocre/id/ric.8.cnp.37","337","340","Constantius II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Constantinople","","","Thrace","RIC VIII Constantinople 37","","","RIC VIII Constantinople 37","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","[DV] CONSTANTI-NVS PT AVGG","Bust veiled draped cuirassed right","","Emperor, veiled, to right in quadriga; the hand of God reaching down to him","","","6","14.5","1.45","https://numismatics.org/collectionimages/19001949/1944/1944.100.23777.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.23777.rev.width175.jpg","2024-05-15T12:59:28Z"
"http://numismatics.org/collection/1944.100.23891","Billon AE3 of Constantius II, Constantinople, 337–340. 1944.100.23891","1944.100.23891","http://numismatics.org/ocre/id/ric.8.cnp.37","337","340","Constantius II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Constantinople","","","Thrace","RIC VIII Constantinople 37","","","RIC VIII Constantinople 37","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DV CONSTANTI-NVS PT AVGG","Bust veiled draped cuirassed right","","Emperor, veiled, to right in quadriga; the hand of God reaches down to him","","","6","15.5","1.82","https://numismatics.org/collectionimages/19001949/1944/1944.100.23891.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.23891.rev.width175.jpg","2024-05-15T01:01:24Z"
"http://numismatics.org/collection/1944.100.23892","Billon AE3 of Constantius II, Nicomedia, 337–340. 1944.100.23892","1944.100.23892","http://numismatics.org/ocre/id/ric.8.nic.18","337","340","Constantius II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Nicomedia","","","Bithynia","RIC VIII Nicomedia 18","","","RIC VIII Nicomedia 18","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DV CONSTANTI-NVS [PT AVGG]","Bust veiled draped cuirassed right","","Emperor, veiled, to right in quadriga; the hand of God reaches down to him","","","12","14.5","1.55","https://numismatics.org/collectionimages/19001949/1944/1944.100.23892.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.23892.rev.width175.jpg","2024-05-15T01:01:25Z"
"http://numismatics.org/collection/1944.100.23893","Billon AE3 of Constantius II, Cyzicus, 337–340. 1944.100.23893","1944.100.23893","http://numismatics.org/ocre/id/ric.8.cyz.25","337","340","Constantius II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Cyzicus","","","Mysia","RIC VIII Cyzicus 25","","","RIC VIII Cyzicus 25","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DV CONSTAN[TI-NVS] PT AVGG","Head veiled right","","Emperor, veiled, to right in quadriga; the hand of God reaches down to him","","","6","15.5","1.71","https://numismatics.org/collectionimages/19001949/1944/1944.100.23893.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.23893.rev.width175.jpg","2024-05-15T01:01:26Z"
"http://numismatics.org/collection/1944.100.23894","Billon AE3 of Constantius II, Nicomedia, 347–348. 1944.100.23894","1944.100.23894","http://numismatics.org/ocre/id/ric.8.nic.54","347","348","Constantius II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Nicomedia","","","Bithynia","RIC VIII Nicomedia 54","","","RIC VIII Nicomedia 54","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DV CONSTANTI-NVS [PT AVGG]","Bust veiled draped cuirassed right","VN MR","Emperor, standing right, veiled, raising right hand","","","12","13.0","1.51","https://numismatics.org/collectionimages/19001949/1944/1944.100.23894.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.23894.rev.width175.jpg","2024-05-15T01:01:27Z"
"http://numismatics.org/collection/1944.100.23908","Billon AE3 of Constantius II, Antioch, Syria, 337–347. 1944.100.23908","1944.100.23908","http://numismatics.org/ocre/id/ric.8.anch.37","337","347","Constantius II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VIII Antioch 37","","","RIC VIII Antioch 37","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DV CONSTANTI-NVS PT AVGG","Bust veiled draped cuirassed right","","Emperor, veiled, to right in quadriga; the hand of God reaching down to him","","","12","17.0","1.44","https://numismatics.org/collectionimages/19001949/1944/1944.100.23908.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.23908.rev.width175.jpg","2024-05-15T01:01:42Z"
"http://numismatics.org/collection/1944.100.24519","Bronze Nummus of Constantine I, Nicomedia, 324–325. 1944.100.24519","1944.100.24519","","324","325","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","Nummus","Roman","Coin","","","","","Struck","Bronze","","Nicomedia","","","Bithynia","","IGCH 168","","RIC.90","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255","","","","","","","CONSTANTINVS AVG","Head laureate, r.","PROVIDENTIAE AVGG","Camp gate, two turrets, no doors, star above varying number of stone layers","","","9","","16.92","https://numismatics.org/collectionimages/19001949/1944/1944.100.24519.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.24519.rev.width175.jpg","2024-05-15T01:08:05Z"
"http://numismatics.org/collection/1944.100.1878","Bronze AE2 of Maximinus Daia, Alexandria, 313. 1944.100.1878","1944.100.1878","http://numismatics.org/ocre/id/ric.6.alex.163","313","313","Maximinus Daia","","","Roman Empire","Constantinian Dynasty","Genius","Constantine I","AE2","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VI Alexandria 163","","","RIC VI Alexandria 163","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Tetrarchy/f39e1d15-b19d-3855-b632-16681d06e98b","","","","","","","FL VALER CONSTANTINVS P F AVG","Head laureate, right","GENIO - AVGVSTI","Genius standing left holding head of Serapis in right and cornucopiae in left","","","6","20.0","4.83","https://numismatics.org/collectionimages/19001949/1944/1944.100.1878.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.1878.rev.width175.jpg","2024-05-12T03:20:20Z"
"http://numismatics.org/collection/1944.100.1879","Bronze AE2 of Maximinus Daia, Alexandria, 313. 1944.100.1879","1944.100.1879","http://numismatics.org/ocre/id/ric.6.alex.163","313","313","Maximinus Daia","","","Roman Empire","Constantinian Dynasty","Genius","Constantine I","AE2","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VI Alexandria 163","","","RIC VI Alexandria 163","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Tetrarchy/f39e1d15-b19d-3855-b632-16681d06e98b","","","","","","","FL VALER CONSTANTNIVS P F AVG","Head laureate, right","GENIO - AVGVSTI•","Genius standing left holding head of Serapis in right and cornucopiae in left","","","6","23.0","4.85","https://numismatics.org/collectionimages/19001949/1944/1944.100.1879.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.1879.rev.width175.jpg","2024-05-12T03:20:28Z"
"http://numismatics.org/collection/1944.100.20498","Billon AE3 of Constantine II, Arelate, 337–340. 1944.100.20498","1944.100.20498","http://numismatics.org/ocre/id/ric.8.ar.40","337","340","Constantine II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Arelate","","","Gallia","RIC VIII Arelate 40","","","RIC VIII Arelate 40","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","[DIVO CONS]-TANTINO P","Bust veiled right","AETERNA - PIETAS","Emperor in military dress standing, holding spear and globe","","","6","15.5","1.45","https://numismatics.org/collectionimages/19001949/1944/1944.100.20498.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.20498.rev.width175.jpg","2024-05-12T03:40:17Z"
"http://numismatics.org/collection/1944.100.20582","Billon AE3 of Constantine II, Trier, 337–340. 1944.100.20582","1944.100.20582","http://numismatics.org/ocre/id/ric.8.tri.44","337","340","Constantine II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Trier","","","Gallia","RIC VIII Treveri 44","","","RIC VIII Treveri 44","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DIV CO[NSTAN]TI-NVS PT AVGG","Bust veiled draped cuirassed right","","Emperor, veiled, to right in quadriga; the hand of God reaches down to him","","","12","16.0","1.56","https://numismatics.org/collectionimages/19001949/1944/1944.100.20582.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.20582.rev.width175.jpg","2024-05-12T03:41:48Z"
"http://numismatics.org/collection/1944.100.20595","Billon AE3 of Constantius II, Trier, 337–340. 1944.100.20595","1944.100.20595","http://numismatics.org/ocre/id/ric.8.tri.68","337","340","Constantius II||Constantine II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Trier","","","Gallia","RIC VIII Treveri 68","","","RIC VIII Treveri 68","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DIV CONSTAN[TI]-N[VS PT A]VGG","Bust veiled draped right","","Emperor, veiled, to right in quadriga; the hand of God reaches down to him","","","12","14.5","1.55","https://numismatics.org/collectionimages/19001949/1944/1944.100.20595.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.20595.rev.width175.jpg","2024-05-12T03:42:01Z"
"http://numismatics.org/collection/1944.100.20596","Billon AE3 of Constantine II, Trier, 337–340. 1944.100.20596","1944.100.20596","http://numismatics.org/ocre/id/ric.8.tri.68","337","340","Constantine II","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE3","Roman","Coin","","","","","Struck","Billon||Bronze","","Trier","","","Gallia","RIC VIII Treveri 68","","","RIC VIII Treveri 68","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DIV CONSTANTI-NVS PT AVGG","Bust veiled draped cuirassed right","","Emperor, veiled, to right in quadriga; the hand of God reaches down to him","","","12","14.0","1.77","https://numismatics.org/collectionimages/19001949/1944/1944.100.20596.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.20596.rev.width175.jpg","2024-05-12T03:42:02Z"
"http://numismatics.org/collection/1933.999.312","Bronze AE2 of Constantine I, Cyzicus, 336–337. 1933.999.312","1933.999.312","http://numismatics.org/ocre/id/ric.7.cyz.122","336","337","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Cyzicus","","","Mysia","RIC VII Cyzicus 122","","","RIC VII Cyzicus 122","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS","Two soldiers standing, holding spear, shield; one standard between","","","12","15.0","1.4","https://numismatics.org/collectionimages/19001949/1933/1933.999.312.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.312.rev.width175.jpg","2024-05-11T11:48:27Z"
"http://numismatics.org/collection/1933.999.332","Bronze AE2 of Constantine I, Antioch, Syria, 327–328. 1933.999.332","1933.999.332","http://numismatics.org/ocre/id/ric.7.anch.81","327","329","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 81","","","RIC VII Antioch 81","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTAN-TINVS AVG","Head laureate, right","PROVIDEN-TIAE AVGG","Camp gate, two turrets, no doors, star above","","","6","18.5","2.83","https://numismatics.org/collectionimages/19001949/1933/1933.999.332.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.332.rev.width175.jpg","2024-05-11T11:48:51Z"
"http://numismatics.org/collection/1933.999.333","Bronze AE2 of Constantine I, Antioch, Syria, 327–328. 1933.999.333","1933.999.333","http://numismatics.org/ocre/id/ric.7.anch.81","327","329","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 81","","","RIC VII Antioch 81","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTAN-TINVS AVG","Head rosette-diademed right","PROVIDEN-TIAE AVGG","Camp gate, two turrets, no doors, star above","","","5","19.0","3.34","https://numismatics.org/collectionimages/19001949/1933/1933.999.333.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.333.rev.width175.jpg","2024-05-11T11:48:52Z"
"http://numismatics.org/collection/1933.999.334","Bronze AE2 of Constantine I, Antioch, Syria, 329–330. 1933.999.334","1933.999.334","http://numismatics.org/ocre/id/ric.7.anch.84","329","330","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 84","","","RIC VII Antioch 84","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","PROVIDEN-TIAE AVGG","Camp gate, two turrets, no doors, star above","","","4","18.5","3.25","https://numismatics.org/collectionimages/19001949/1933/1933.999.334.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.334.rev.width175.jpg","2024-05-11T11:48:54Z"
"http://numismatics.org/collection/1933.999.335","Bronze AE2 of Constantine I, Antioch, Syria, 330–335. 1933.999.335","1933.999.335","http://numismatics.org/ocre/id/ric.7.anch.86","330","335","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 86","","","RIC VII Antioch 86","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS","Two soldiers flanking two standards","","","4","17.0","2.05","https://numismatics.org/collectionimages/19001949/1933/1933.999.335.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.335.rev.width175.jpg","2024-05-11T11:48:55Z"
"http://numismatics.org/collection/1933.999.336","Bronze AE2 of Constantine I, Antioch, Syria, 330–335. 1933.999.336","1933.999.336","http://numismatics.org/ocre/id/ric.7.anch.86","330","335","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 86","","","RIC VII Antioch 86","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS","Two soldiers flanking two standards","","","11","17.0","2.9","https://numismatics.org/collectionimages/19001949/1933/1933.999.336.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.336.rev.width175.jpg","2024-05-11T11:48:56Z"
"http://numismatics.org/collection/1933.999.337","Bronze AE2 of Constantine I, Antioch, Syria, 330–335. 1933.999.337","1933.999.337","http://numismatics.org/ocre/id/ric.7.anch.86","330","335","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 86","","","RIC VII Antioch 86","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS","Two soldiers standing, spear in outer hand, shield inner, two standards between","","","10","17.0","2.88","https://numismatics.org/collectionimages/19001949/1933/1933.999.337.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.337.rev.width175.jpg","2024-05-11T11:48:57Z"
"http://numismatics.org/collection/1933.999.341","Bronze AE2 of Constantine I, Constantinople, 328–329. 1933.999.341","1933.999.341","http://numismatics.org/ocre/id/ric.7.cnp.38","328","329","Constantine I","","","Roman Empire","Constantinian Dynasty","Victory","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC VII Constantinople 38","","","RIC VII Constantinople 38","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","CONSTANTINI-ANA DAFNE","Victory seated on cippus, palm branch in each hand, trophy and captive in front","","","12","19.5","3.32","https://numismatics.org/collectionimages/19001949/1933/1933.999.341.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.341.rev.width175.jpg","2024-05-11T11:49:02Z"
"http://numismatics.org/collection/1933.999.342","Bronze AE2 of Constantine I, Constantinople, 330–333. 1933.999.342","1933.999.342","http://numismatics.org/ocre/id/ric.7.cnp.59","330","333","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC VII Constantinople 59","","","RIC VII Constantinople 59","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS","Two soldiers standing, reversed spear in outer hand, shield in inner, two stds.","","","6","17.5","2.64","https://numismatics.org/collectionimages/19001949/1933/1933.999.342.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.342.rev.width175.jpg","2024-05-11T11:49:03Z"
"http://numismatics.org/collection/1933.999.348","Bronze AE2 of Constantine I, Constantinople, 333–335. 1933.999.348","1933.999.348","http://numismatics.org/ocre/id/ric.7.cnp.80","333","335","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC VII Constantinople 80","","","RIC VII Constantinople 80","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS","Two soldiers standing, reversed spear in outer hand, shield in inner, two standards","","","6","18.5","2.16","https://numismatics.org/collectionimages/19001949/1933/1933.999.348.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.348.rev.width175.jpg","2024-05-11T11:49:10Z"
"http://numismatics.org/collection/1933.999.350","Bronze AE2 of Constantine I, Constantinople, 336–337. 1933.999.350","1933.999.350","http://numismatics.org/ocre/id/ric.7.cnp.149","336","337","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","Thrace","RIC VII Constantinople 149","","","RIC VII Constantinople 149","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-NVS MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS•","Two soldiers standing, reversed spear in outer hand, shield in inner, one seated","","","11","16.0","1.76","https://numismatics.org/collectionimages/19001949/1933/1933.999.350.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.350.rev.width175.jpg","2024-05-11T11:49:13Z"
"http://numismatics.org/collection/1933.999.351","Bronze AE2 of Constantine I, Constantinople, 336–337. 1933.999.351","1933.999.351","","336","337","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Constantinople","","","","","","","ric.7.cnp.not","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTINVS P F AVG","Head with rosette diadem right","GLOR-IA EXERC-ITVS•","Two soldiers standing, reversed spear in outer hand, shield in inner, one seated","","","6","14.0","1.39","https://numismatics.org/collectionimages/19001949/1933/1933.999.351.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.351.rev.width175.jpg","2024-05-11T11:49:14Z"
