"URI","Заголовок","RecordId","Монетный тип URI","От даты","К дате","Правитель","Stated Authority","Эмитент","Состояние","Династия","Божество","Портрет","Номинал","Отделение","Тип предмета","Artist","Engraver","Maker","Signature","Производство","Материал","Форма","Place of Production","Place of Issue","Place of Cataloging Relevance","Регион","Монетный тип","Hoard","Место находки","Ссылка","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Легенда аверса","Тип аверса","Легенда реверса","Тип реверса","Дата на объекте","Hijra","Оси","Диаметр","Вес","Thumbnail_obv","Thumbnail_rev","Дата обновления"
"http://numismatics.org/collection/1933.999.435","Bronze AE2 of Constantine I, Arelate, 317. 1933.999.435","1933.999.435","http://numismatics.org/ocre/id/ric.7.ar.138","317","317","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Arelate","","","Gallia","RIC VII Arelate 138","","","RIC VII Arelate 138","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right","[SO]LI INV-I-CTO COMITI","Sol standing right, chlamys across l. shoulder, globe in l. hand, raising right","","","11","19.0","3.06","https://numismatics.org/collectionimages/19001949/1933/1933.999.435.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.435.rev.width175.jpg","2024-05-11T11:50:46Z"
"http://numismatics.org/collection/1933.999.439","Bronze AE2 of Constantine I, Arelate, 317–318. 1933.999.439","1933.999.439","http://numismatics.org/ocre/id/ric.7.ar.145","317","318","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Arelate","","","Gallia","RIC VII Arelate 145","","","RIC VII Arelate 145","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right","SOLI IN-VI-CTO COMITI","Sol standing l., chlamys across l. shoulder, globe in l. hand, raising right","","","6","20.5","3.11","https://numismatics.org/collectionimages/19001949/1933/1933.999.439.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.439.rev.width175.jpg","2024-05-11T11:50:51Z"
"http://numismatics.org/collection/1933.999.440","Bronze AE2 of Constantine I, Arelate, 317–318. 1933.999.440","1933.999.440","http://numismatics.org/ocre/id/ric.7.ar.145","317","318","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Arelate","","","Gallia","RIC VII Arelate 145","","","RIC VII Arelate 145","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right","SOLI INV-I-CTO COMITI","Sol standing l., chlamys across l. shoulder, globe in l. hand, raising right","","","12","19.5","2.39","https://numismatics.org/collectionimages/19001949/1933/1933.999.440.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.440.rev.width175.jpg","2024-05-11T11:50:53Z"
"http://numismatics.org/collection/1933.999.441","Bronze AE2 of Constantine I, Arelate, 317–318. 1933.999.441","1933.999.441","http://numismatics.org/ocre/id/ric.7.ar.150","317","318","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Arelate","","","Gallia","RIC VII Arelate 150","","","RIC VII Arelate 150","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right","SOLI INV-I-CTO COMITI","Sol standing right, chlamys across l. shoulder, globe in l. hand, raising right","","","6","19.5","3.31","https://numismatics.org/collectionimages/19001949/1933/1933.999.441.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.441.rev.width175.jpg","2024-05-11T11:50:54Z"
"http://numismatics.org/collection/1933.999.444","Bronze AE2 of Constantine I, Arelate, 318. 1933.999.444","1933.999.444","http://numismatics.org/ocre/id/ric.7.ar.164","318","318","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Arelate","","","Gallia","RIC VII Arelate 164","","","RIC VII Arelate 164","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right","SOLI INV-I-CTO COMITI","Sol standing l., chlamys across l. shoulder, globe in l. hand raising right","","","6","20.0","3.03","https://numismatics.org/collectionimages/19001949/1933/1933.999.444.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.444.rev.width175.jpg","2024-05-11T11:50:57Z"
"http://numismatics.org/collection/1933.999.445","Bronze AE2 of Constantine I, Arelate, 317–318. 1933.999.445","1933.999.445","","317","318","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","","Bronze","","Arelate","","","","","","","ric.7.ar.not","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right","CLARITAS REI PVB","Sol standing left, chlamys across left shoulder, globe in left hand, raising right","","","6","18.0","2.97","https://numismatics.org/collectionimages/19001949/1933/1933.999.445.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.445.rev.width175.jpg","2024-05-11T11:50:58Z"
"http://numismatics.org/collection/1933.999.447","Bronze AE2 of Licinius, Alexandria, 314–315. 1933.999.447","1933.999.447","http://numismatics.org/ocre/id/ric.7.alex.9","315","315","Licinius","","","Roman Empire","Constantinian Dynasty","Jupiter","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VII Alexandria 9","","","RIC VII Alexandria 9","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP C VAL CONSTANTINVS P F AVG","Head laureate, right","IOVI CONSER-VATORI AVGG","Jupiter standing left, leaning on sceptre, holding Victory on globe in right hand;eagle","","","6","20.0","3.88","https://numismatics.org/collectionimages/19001949/1933/1933.999.447.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.447.rev.width175.jpg","2024-05-11T11:51:00Z"
"http://numismatics.org/collection/1933.999.449","Bronze AE2 of Constantine I, Alexandria, 316–317. 1933.999.449","1933.999.449","http://numismatics.org/ocre/id/ric.7.alex.17","316","317","Constantine I||Licinius","","","Roman Empire","Constantinian Dynasty","Jupiter","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VII Alexandria 17","","","RIC VII Alexandria 17","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP C FL VAL CONSTANTINVS P F AVG","Head laureate, right","IOVI CONSER-VATORI AVGG","Jupiter standing left, leaning on sceptre, holding Victory on globe in right hand;eagle","","","12","2.15","3.0","https://numismatics.org/collectionimages/19001949/1933/1933.999.449.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.449.rev.width175.jpg","2024-05-11T11:51:02Z"
"http://numismatics.org/collection/1933.999.45","Bronze AE2 of Maximinus Daia, Alexandria, 308–310. 1933.999.45","1933.999.45","http://numismatics.org/ocre/id/ric.6.alex.108","308","310","Maximinus Daia","","","Roman Empire","Constantinian Dynasty","Genius","Constantine I","AE2","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VI Alexandria 108","","","RIC VI Alexandria 108","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Tetrarchy/f39e1d15-b19d-3855-b632-16681d06e98b","","","","","","","FL VAL CONSTANTINVS P F AVG","Head laureate, right","GENIO IMP-ERATORIS","Genius standing left holding patera in right and cornucopiae in left","","","12","25.0","6.41","https://numismatics.org/collectionimages/19001949/1933/1933.999.45.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.45.rev.width175.jpg","2024-05-11T11:51:03Z"
"http://numismatics.org/collection/1933.999.451","Bronze AE2 of Constantine I, Alexandria, 317–320. 1933.999.451","1933.999.451","http://numismatics.org/ocre/id/ric.7.alex.22","317","320","Constantine I||Licinius","","","Roman Empire","Constantinian Dynasty","Jupiter","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VII Alexandria 22","","","RIC VII Alexandria 22","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTA-NTINVS AVG","Bust laureate, draped left holding mappa in right and globe and sceptre in left.","IOVI CONSER-VATORI AVGG","Jupiter standing left, leaning on sceptre, globe in right hand","","","11","18.0","2.91","https://numismatics.org/collectionimages/19001949/1933/1933.999.451.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.451.rev.width175.jpg","2024-05-11T11:51:05Z"
"http://numismatics.org/collection/1933.999.465","Bronze AE2 of Constantine I, Alexandria, 335–337. 1933.999.465","1933.999.465","http://numismatics.org/ocre/id/ric.7.alex.65","335","337","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VII Alexandria 65","","","RIC VII Alexandria 65","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTI-[NV]S MAX AVG","Bust with rosette diadem draped cuirassed right","GLOR-IA EXERC-ITVS","Two soldiers standing, holding spear and shield, one standard between","","","12","15.5","1.82","https://numismatics.org/collectionimages/19001949/1933/1933.999.465.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.465.rev.width175.jpg","2024-05-11T11:51:21Z"
"http://numismatics.org/collection/1933.999.478","Bronze AE2 of Constantine I, Trier, 316. 1933.999.478","1933.999.478","http://numismatics.org/ocre/id/ric.7.tri.101","316","316","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Trier","","","Gallia","RIC VII Treveri 101","","","RIC VII Treveri 101","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, draped cuirassed right","SOLI INVIC-TO COMITI","Sol radiate, standing left, raising right hand, globe in left, chlamys across left shoulder","","","12","20.0","3.34","https://numismatics.org/collectionimages/19001949/1933/1933.999.478.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.478.rev.width175.jpg","2024-05-11T11:51:35Z"
"http://numismatics.org/collection/1933.999.479","Bronze AE2 of Constantine I, Trier, 316. 1933.999.479","1933.999.479","http://numismatics.org/ocre/id/ric.7.tri.105","316","316","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Trier","","","Gallia","RIC VII Treveri 105","","","RIC VII Treveri 105","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTINVS P F AVG","Bust laureate, cuirassed right","SOLI INVIC-TO COMITI","Sol radiate, standing left, raising right hand, globe in left, chlamys across left shoulder","","","6","18.0","3.36","https://numismatics.org/collectionimages/19001949/1933/1933.999.479.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.479.rev.width175.jpg","2024-05-11T11:51:36Z"
"http://numismatics.org/collection/1933.999.482","Bronze AE2 of Constantine I, Trier, 317. 1933.999.482","1933.999.482","http://numismatics.org/ocre/id/ric.7.tri.132","317","317","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Trier","","","Gallia","RIC VII Treveri 132","","","RIC VII Treveri 132","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, cuirassed right","SOLI [I]NVIC-TO COMITI","Sol, radiate, standing, raising right hand, globe in left","","","12","19.5","2.99","https://numismatics.org/collectionimages/19001949/1933/1933.999.482.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.482.rev.width175.jpg","2024-05-11T11:51:40Z"
"http://numismatics.org/collection/1933.999.483","Bronze AE2 of Constantine I, Trier, 317. 1933.999.483","1933.999.483","http://numismatics.org/ocre/id/ric.7.tri.132","317","317","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Trier","","","Gallia","RIC VII Treveri 132","","","RIC VII Treveri 132","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, cuirassed right","SOLI INVIC-TO COMITI","Sol, radiate, standing, raising right hand, globe in left","","","12","19.0","3.02","https://numismatics.org/collectionimages/19001949/1933/1933.999.483.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.483.rev.width175.jpg","2024-05-11T11:51:41Z"
"http://numismatics.org/collection/1933.999.484","Bronze AE2 of Constantine I, Trier, 317. 1933.999.484","1933.999.484","http://numismatics.org/ocre/id/ric.7.tri.133","317","317","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Trier","","","Gallia","RIC VII Treveri 133","","","RIC VII Treveri 133","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right seen from behind","SOLI INVIC-TO COMITI","Sol, radiate, chalmys draped over shoulder, standing, raising right hand, globe in left","","","4","19.5","3.94","https://numismatics.org/collectionimages/19001949/1933/1933.999.484.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.484.rev.width175.jpg","2024-05-11T11:51:43Z"
"http://numismatics.org/collection/1933.999.485","Bronze AE2 of Constantine I, Trier, 319. 1933.999.485","1933.999.485","http://numismatics.org/ocre/id/ric.7.tri.223","319","319","Constantine I","","","Roman Empire","Constantinian Dynasty","Victory","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Trier","","","Gallia","RIC VII Treveri 223","","","RIC VII Treveri 223","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTAN-TINVS AVG","Bust helmeted cuirassed right","VICTORIAE LAET PRIN P","Victories, two, standing, together holding shield inscribed VOT PR","","","12","18.0","3.11","https://numismatics.org/collectionimages/19001949/1933/1933.999.485.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.485.rev.width175.jpg","2024-05-11T11:51:44Z"
"http://numismatics.org/collection/1933.999.486","Bronze AE2 of Constantine I, Trier, 322. 1933.999.486","1933.999.486","http://numismatics.org/ocre/id/ric.7.tri.341","322","322","Constantine I","","","Roman Empire","Constantinian Dynasty","","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Trier","","","Gallia","RIC VII Treveri 341","","","RIC VII Treveri 341","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTAN-TINVS AVG","Bust helmeted cuirassed right","BEATA TRAN-QUILLITAS","Globe set on altar inscribed VO/TIS/XX","","","12","19.0","3.46","https://numismatics.org/collectionimages/19001949/1933/1933.999.486.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.486.rev.width175.jpg","2024-05-11T11:51:45Z"
"http://numismatics.org/collection/1933.999.489","Bronze AE2 of Constantine I, Londinium, 314–315. 1933.999.489","1933.999.489","http://numismatics.org/ocre/id/ric.7.lon.27","314","315","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Londinium","","","Britannia","RIC VII Londinium 27","","","RIC VII Londinium 27","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, cuirassed right","SOLI INVIC-TO COMITI","Sol standing left, chlamys across left shoulder raising right hand globe in left","","","6","21.0","3.55","https://numismatics.org/collectionimages/19001949/1933/1933.999.489.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.489.rev.width175.jpg","2024-05-11T11:51:48Z"
"http://numismatics.org/collection/1933.999.490","Bronze AE2 of Constantine I, Lugdunum, 313–314. 1933.999.490","1933.999.490","http://numismatics.org/ocre/id/ric.7.lug.3","313","314","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Lugdunum","","","Gallia","RIC VII Lugdunum 3","","","RIC VII Lugdunum 3","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, draped cuirassed right seen from behind","SOLI INVIC-TO COMITI","Sol standing, raising right hand holding globe in left","","","12","23.5","4.79","https://numismatics.org/collectionimages/19001949/1933/1933.999.490.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.490.rev.width175.jpg","2024-05-11T11:51:50Z"
"http://numismatics.org/collection/1933.999.491","Bronze AE2 of Constantine I, Lugdunum, 313–314. 1933.999.491","1933.999.491","http://numismatics.org/ocre/id/ric.7.lug.5","313","314","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Lugdunum","","","Gallia","RIC VII Lugdunum 5","","","RIC VII Lugdunum 5","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right seen from behind","SOLI INVIC-TO COMITI","Sol standing, raising right hand holding globe in left","","","11","20.5","4.59","https://numismatics.org/collectionimages/19001949/1933/1933.999.491.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.491.rev.width175.jpg","2024-05-11T11:51:51Z"
"http://numismatics.org/collection/1933.999.492","Bronze AE2 of Constantine I, Lugdunum, 313–314. 1933.999.492","1933.999.492","http://numismatics.org/ocre/id/ric.7.lug.5","313","314","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Lugdunum","","","Gallia","RIC VII Lugdunum 5","","","RIC VII Lugdunum 5","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","CONSTANTINVS P F AVG","Bust laureate, draped cuirassed right seen from behind","SOLI INVIC-TO COMITI","Sol standing, raising right hand holding globe in left","","","11","22.0","4.12","https://numismatics.org/collectionimages/19001949/1933/1933.999.492.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.492.rev.width175.jpg","2024-05-11T11:51:52Z"
"http://numismatics.org/collection/1933.999.493","Bronze AE2 of Constantine I, Lugdunum, 314–315. 1933.999.493","1933.999.493","http://numismatics.org/ocre/id/ric.7.lug.20","314","315","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Lugdunum","","","Gallia","RIC VII Lugdunum 20","","","RIC VII Lugdunum 20","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, cuirassed right","SOLI INVIC-TO COMITI","Sol standing left, raising right hand holding globe in left","","","11","20.0","2.89","https://numismatics.org/collectionimages/19001949/1933/1933.999.493.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.493.rev.width175.jpg","2024-05-11T11:51:53Z"
"http://numismatics.org/collection/1933.999.494","Bronze AE2 of Constantine I, Lugdunum, 315–316. 1933.999.494","1933.999.494","http://numismatics.org/ocre/id/ric.7.lug.32","315","316","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Lugdunum","","","Gallia","RIC VII Lugdunum 32","","","RIC VII Lugdunum 32","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, draped cuirassed right seen from behind","SOLI INVIC-TO COMITI","Sol standing left, raising right hand holding globe in left","","","12","18.5","2.81","https://numismatics.org/collectionimages/19001949/1933/1933.999.494.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.494.rev.width175.jpg","2024-05-11T11:51:55Z"
"http://numismatics.org/collection/1933.999.495","Bronze AE2 of Constantine I, Lugdunum, 315–316. 1933.999.495","1933.999.495","http://numismatics.org/ocre/id/ric.7.lug.34","315","316","Constantine I","","","Roman Empire","Constantinian Dynasty","Sol","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Lugdunum","","","Gallia","RIC VII Lugdunum 34","","","RIC VII Lugdunum 34","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS AVG","Bust laureate, cuirassed right","SOLI INVIC-TO COMITI","Sol standing left, raising right hand holding globe in left","","","12","19.0","2.95","https://numismatics.org/collectionimages/19001949/1933/1933.999.495.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1933/1933.999.495.rev.width175.jpg","2024-05-11T11:51:56Z"
