"URI","Заголовок","RecordId","Монетный тип URI","От даты","К дате","Правитель","Stated Authority","Эмитент","Состояние","Династия","Божество","Портрет","Номинал","Отделение","Тип предмета","Artist","Engraver","Maker","Signature","Производство","Материал","Форма","Place of Production","Place of Issue","Place of Cataloging Relevance","Регион","Монетный тип","Hoard","Место находки","Excavation","Ссылка","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Легенда аверса","Тип аверса","Легенда реверса","Тип реверса","Дата на объекте","Hijra","Оси","Диаметр","Вес","Thumbnail_obv","Thumbnail_rev","Дата обновления"
"http://numismatics.org/collection/0000.999.15891","Bronze Coin of Tiberius, Corinth, 14–37. 0000.999.15891","0000.999.15891","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Corinth","","","Corinthia","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","head of Tiberius","","pegasus","","","7","","6.89","https://numismatics.org/collectionimages/00001899/0000/0000.999.15891.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.15891.rev.width175.jpg","2024-05-15T10:45:36Z"
"http://numismatics.org/collection/1995.11.1904","Bronze Coin of Tiberius, Corinth, 14–37. 1995.11.1904","1995.11.1904","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Corinth","","","Corinthia","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","Head of Tiberius to l.","","Pegasus to r.","","","8","18.0","7.48","https://numismatics.org/collectionimages/19501999/1995/1995.11.1904.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1995/1995.11.1904.rev.width175.jpg","2024-05-14T05:51:35Z"
"http://numismatics.org/collection/1998.18.27","Bronze Coin of Tiberius, Cnossus, 14–37. 1998.18.27","1998.18.27","https://rpc.ashmus.ox.ac.uk/type/78896","14","37","Tiberius","","Labeo||Marcus Aemilius||Tiberius Caesar","Roman Empire","Julio-Claudian Dynasty","","Augustus||Tiberius","","Greek","Coin","","","","","","Bronze","","Cnossus","","","Crete","RPC I, 982b","","","","RPC 982||RPC I, 982b","","","","","","","","TI CAE...DD","Tiberius head l.","MAEMI...PR...","Augustus head l.","","","12","17.0","4.89","https://numismatics.org/collectionimages/19501999/1998/1998.18.27.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1998/1998.18.27.rev.width175.jpg","2024-05-16T04:36:11Z"
"http://numismatics.org/collection/1998.18.76","Coin of Augustus, Eumeneia, 27 BCE–14. 1998.18.76","1998.18.76","https://rpc.ashmus.ox.ac.uk/type/66556","-27","14","Augustus","","Kleon Agapetos","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","","","Eumeneia","","","Phrygia","RPC I, 3147","","","","RPC 3147||RPC I, 3147","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","ΣΕΒΑΣΤΟΣ","Head of Augustus r.","...LEON ...APHTO...","Zeus stdg. l.","","","12","18.0","4.31","https://numismatics.org/collectionimages/19501999/1998/1998.18.76.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1998/1998.18.76.rev.width175.jpg","2024-05-16T04:36:54Z"
"http://numismatics.org/collection/1992.54.787","Bronze Dichalkon of Tiberius, Berytus, 14–20. 1992.54.787","1992.54.787","https://rpc.ashmus.ox.ac.uk/type/64318","14","20","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","Dichalkon","Greek","Coin","","","","","Struck","Bronze","","Berytus","","","Phoenicia","RPC I, 4543","","","","R.505||RPC I, 4543||RPC.4543","","","","","","","","TI CAESAR AVGVST F IMPERAT VII","Head of Tiberius r.","COL IVL","Male veiled fig. plowing r. with 2 oxen","","","1","","18.44","https://numismatics.org/collectionimages/19501999/1992/1992.54.787.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1992/1992.54.787.rev.width175.jpg","2024-05-14T05:09:57Z"
"http://numismatics.org/collection/1944.100.69339","Bronze Coin of Tiberius, Gadara, 28–29. 1944.100.69339","1944.100.69339","https://rpc.ashmus.ox.ac.uk/type/64681","28","29","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Gadara","","","Decapolis","RPC I, 4812","","","","RPC 4812||RPC I, 4812||SNGANS.6.1292","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","ΤΙΒΕΡΙω ΚΑΙΣΑΡΙ","Tiberius hd. laur. r.","ΓΑΔΑΡΕΙΣ L ϘΒ","Tyche bust r.","","","12","18.0","6.13","https://numismatics.org/collectionimages/19001949/1944/1944.100.69339.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.69339.rev.width175.jpg","2024-05-15T05:26:05Z"
"http://numismatics.org/collection/1944.100.70730","Bronze Coin of Tiberius, Aradus, 15–16. 1944.100.70730","1944.100.70730","https://rpc.ashmus.ox.ac.uk/type/64194","15","16","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Aradus","","","Phoenicia","RPC I, 4475","","","","Cf.BMC.350||RPC I, 4475||RPC.4475","","","","","","","","","Bust of Astarte-Europa","ΑΡΑΔΙΩΝ ΔΠΣ","Tyche, nude to waist, seated l. on rudder, with r. hand on tiller, cornucopia","","","1","24.0","8.54","https://numismatics.org/collectionimages/19001949/1944/1944.100.70730.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.70730.rev.width175.jpg","2024-05-15T05:46:45Z"
"http://numismatics.org/collection/1944.100.66590","Bronze Coin of Tiberius, Seleuceia Pieria, 14–37. 1944.100.66590","1944.100.66590","https://rpc.ashmus.ox.ac.uk/type/64026","14","37","Tiberius","","Quintus Caecilius Metellus Creticus Silanus","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Seleuceia Pieria","","","Seleucis and Pieria","RPC I, 4330","","","","RPC I, 4330||RPC.4330","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","ΚΑΙΣΑΡ ΣΕΒΑΣΤΟΣ ΣΕΒΑΣΤΟΥ","Tiberius hd. bare r.","Γ ΕΠΙ ΣΙΛΑΝΟΥ ΣΕΛΕΥΚΕΩΝ ΖΜ","legend within wreath","","","12","26.0","17.9","https://numismatics.org/collectionimages/19001949/1944/1944.100.66590.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.66590.rev.width175.jpg","2024-05-15T04:40:28Z"
"http://numismatics.org/collection/1974.226.214","Bronze Coin of Tiberius, Utica. 1974.226.214","1974.226.214","https://rpc.ashmus.ox.ac.uk/type/26945","","","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Utica","","","Zeugitana","RPC I, 725","","","","RPC I, 725||RPC.726","","","","","","","","TI CAESAR DIVI AVG IMP VII","Head r.","M MVN IVL VTIC D D P P","Livia seated r.","","","11","25.0","5.86","https://numismatics.org/collectionimages/19501999/1974/1974.226.214.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1974/1974.226.214.rev.width175.jpg","2024-05-16T12:59:54Z"
"http://numismatics.org/collection/1974.226.5","Bronze Coin of Tiberius, Thessalonica, 14–37. 1974.226.5","1974.226.5","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Thessalonica","","","Bisaltian District","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","Tiberius head","","","","","12","","5.52","https://numismatics.org/collectionimages/19501999/1974/1974.226.5.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1974/1974.226.5.rev.width175.jpg","2024-05-16T01:00:20Z"
"http://numismatics.org/collection/1974.226.58","Bronze Coin of Augustus, Pergamum, 14. 1974.226.58","1974.226.58","https://rpc.ashmus.ox.ac.uk/type/65195","14","14","Augustus","","Quintus Poppaeus Secundus||Menogenes","Roman Empire","Julio-Claudian Dynasty","","Augustus||Tiberius","","Greek","Coin","","","","","","Bronze","","Pergamum","","","Mysia","RPC I, 2368","","","","RPC I, 2368||RPC.2368","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","ΣΕΒΑΣΤΟΙ ΕΠΙ ΠΟΠΠΑΙΟΥ","Augustus and Tiberius heads confronted","ΣΕΒΑΣΤΗΝ ΠΕΡΓΑΜΗΝΩΝ ΜΗΝΟΓΕΝΗΣ","Roma std. r.","","","12","20.0","4.65","https://numismatics.org/collectionimages/19501999/1974/1974.226.58.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1974/1974.226.58.rev.width175.jpg","2024-05-16T01:00:27Z"
"http://numismatics.org/collection/1973.191.59","Bronze Coin of Tiberius, Side, 14–37. 1973.191.59","1973.191.59","https://rpc.ashmus.ox.ac.uk/type/67021","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Side","","","Pamphylia","RPC I, 3392","","","","RPC I, 3392||RPC.3392","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","ΤΙΒΕΡΙΟΣ[---]","Tiberius hd. r.","ΣΙΔΗ","Athena stg. r. holding spear and shield, to r. pomegrante","","","2","","3.98","https://numismatics.org/collectionimages/19501999/1973/1973.191.59.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1973/1973.191.59.rev.width175.jpg","2024-05-16T12:33:06Z"
"http://numismatics.org/collection/1944.100.62161","Bronze Coin of Tiberius, Cyprus, 14–37. 1944.100.62161","1944.100.62161","https://rpc.ashmus.ox.ac.uk/type/67573","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius||Augustus","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3917","","","","RPC I, 3917||RPC.3917","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","DIVOS AVGVSTVS PATER PATR","Augustus hd. r.","","","","","14.65","https://numismatics.org/collectionimages/19001949/1944/1944.100.62161.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.62161.rev.width175.jpg","2024-05-15T03:36:40Z"
"http://numismatics.org/collection/1944.100.62162","Bronze Coin of Tiberius, Cyprus, 14–37. 1944.100.62162","1944.100.62162","https://rpc.ashmus.ox.ac.uk/type/67573","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius||Augustus","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3917","","","","RPC I, 3917||RPC.3917","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","DIVOS AVGVSTVS PATER PATR","Augustus hd. r.","","","","","12.4","https://numismatics.org/collectionimages/19001949/1944/1944.100.62162.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.62162.rev.width175.jpg","2024-05-15T03:36:41Z"
"http://numismatics.org/collection/1944.100.62163","Bronze Coin of Tiberius, Cyprus, 14–37. 1944.100.62163","1944.100.62163","https://rpc.ashmus.ox.ac.uk/type/67575","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3919","","","","RPC I, 3919||RPC.3919","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","IVLIA AVGVSTA","Livia std. r.","","","","","10.67","https://numismatics.org/collectionimages/19001949/1944/1944.100.62163.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.62163.rev.width175.jpg","2024-05-15T03:36:42Z"
"http://numismatics.org/collection/1944.100.65551","Bronze Coin of Tiberius, Antioch, Syria, 14–37. 1944.100.65551","1944.100.65551","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Antioch, Syria","","","Seleucis and Pieria","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","Tiberius hd. laur. r.","","SC within wreath","","","12","27.0","14.95","https://numismatics.org/collectionimages/19001949/1944/1944.100.65551.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.65551.rev.width175.jpg","2024-05-15T04:25:03Z"
"http://numismatics.org/collection/1944.100.65553","Bronze Coin of Tiberius, Antioch, Syria, 14–37. 1944.100.65553","1944.100.65553","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Antioch, Syria","","","Seleucis and Pieria","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","Tiberius hd. laur. r.","","SC within wreath","","","12","28.0","16.25","https://numismatics.org/collectionimages/19001949/1944/1944.100.65553.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.65553.rev.width175.jpg","2024-05-15T04:25:04Z"
"http://numismatics.org/collection/1944.100.65554","Bronze Coin of Tiberius, Antioch, Syria, 14–37. 1944.100.65554","1944.100.65554","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Antioch, Syria","","","Seleucis and Pieria","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","Tiberius hd. laur. r.","","SC within wreath","","","12","25.0","14.23","https://numismatics.org/collectionimages/19001949/1944/1944.100.65554.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.65554.rev.width175.jpg","2024-05-15T04:25:05Z"
"http://numismatics.org/collection/1952.142.277","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.277","1952.142.277","https://rpc.ashmus.ox.ac.uk/type/67573","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius||Augustus","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3917","","","","RPC I, 3917||RPC.3917","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","DIVOS AVGVSTVS PATER PATR","Augustus hd. r.","","","","","11.69","https://numismatics.org/collectionimages/19501999/1952/1952.142.277.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.277.rev.width175.jpg","2024-05-13T06:14:31Z"
"http://numismatics.org/collection/1952.142.278","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.278","1952.142.278","https://rpc.ashmus.ox.ac.uk/type/67573","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius||Augustus","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3917","","","","RPC I, 3917||RPC.3917","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","DIVOS AVGVSTVS PATER PATR","Augustus hd. r.","","","","","19.69","https://numismatics.org/collectionimages/19501999/1952/1952.142.278.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.278.rev.width175.jpg","2024-05-13T06:14:32Z"
"http://numismatics.org/collection/1952.142.279","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.279","1952.142.279","https://rpc.ashmus.ox.ac.uk/type/67573","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius||Augustus","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3917","","","","RPC I, 3917||RPC.3917","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","DIVOS AVGVSTVS PATER PATR","Augustus hd. r.","","","","","13.52","https://numismatics.org/collectionimages/19501999/1952/1952.142.279.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.279.rev.width175.jpg","2024-05-13T06:14:32Z"
"http://numismatics.org/collection/1952.142.280","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.280","1952.142.280","https://rpc.ashmus.ox.ac.uk/type/67573","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius||Augustus","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3917","","","","RPC I, 3917||RPC.3917","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","DIVOS AVGVSTVS PATER PATR","Augustus hd. r.","","","","","12.81","https://numismatics.org/collectionimages/19501999/1952/1952.142.280.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.280.rev.width175.jpg","2024-05-13T06:14:34Z"
"http://numismatics.org/collection/1952.142.281","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.281","1952.142.281","https://rpc.ashmus.ox.ac.uk/type/67573","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius||Augustus","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3917","","","","RPC I, 3917||RPC.3917","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","DIVOS AVGVSTVS PATER PATR","Augustus hd. r.","","","","","14.34","https://numismatics.org/collectionimages/19501999/1952/1952.142.281.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.281.rev.width175.jpg","2024-05-13T06:14:35Z"
"http://numismatics.org/collection/1952.142.282","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.282","1952.142.282","https://rpc.ashmus.ox.ac.uk/type/67575","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3919","","","","RPC I, 3919||RPC.3919","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","IVLIA AVGVSTA","Livia std. r.","","","","","8.094","https://numismatics.org/collectionimages/19501999/1952/1952.142.282.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.282.rev.width175.jpg","2024-05-13T06:14:36Z"
"http://numismatics.org/collection/1952.142.283","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.283","1952.142.283","https://rpc.ashmus.ox.ac.uk/type/67575","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3919","","","","RPC I, 3919||RPC.3919","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","IVLIA AVGVSTA","Livia std. r.","","","","","7.65","https://numismatics.org/collectionimages/19501999/1952/1952.142.283.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.283.rev.width175.jpg","2024-05-13T06:14:36Z"
"http://numismatics.org/collection/1952.142.284","Bronze Coin of Tiberius, Cyprus, 14–37. 1952.142.284","1952.142.284","https://rpc.ashmus.ox.ac.uk/type/67575","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","","","","Cyprus","RPC I, 3919","","","","RPC I, 3919||RPC.3919","","","","","","","","TI CAESAR AVGVSTVS","Tiberius hd. r.","IVLIA AVGVSTA","Livia std. r.","","","","","8.99","https://numismatics.org/collectionimages/19501999/1952/1952.142.284.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1952/1952.142.284.rev.width175.jpg","2024-05-13T06:14:37Z"
"http://numismatics.org/collection/1953.171.1482","Bronze Coin of Tiberius, Antioch, Syria, 14–37. 1953.171.1482","1953.171.1482","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Antioch, Syria","","","Seleucis and Pieria","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","Tiberius hd. laur. r.","","SC within wreath","","","12","27.0","15.72","https://numismatics.org/collectionimages/19501999/1953/1953.171.1482.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1953/1953.171.1482.rev.width175.jpg","2024-05-13T06:31:42Z"
"http://numismatics.org/collection/1953.171.1483","Bronze Coin of Tiberius, Antioch, Syria, 14–37. 1953.171.1483","1953.171.1483","","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Antioch, Syria","","","Seleucis and Pieria","","","","","","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","","Tiberius hd. laur. r.","","SC within wreath","","","12","24.0","13.54","https://numismatics.org/collectionimages/19501999/1953/1953.171.1483.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1953/1953.171.1483.rev.width175.jpg","2024-05-13T06:31:43Z"
"http://numismatics.org/collection/1953.171.669","Bronze Coin of Tiberius, Dyme. 1953.171.669","1953.171.669","https://rpc.ashmus.ox.ac.uk/type/29308","","","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Augustus||Tiberius","","Greek","Coin","","","","","","Bronze","","Dyme","","","Achaea","RPC I, 1289","","","","RPC I, 1289||RPC.1289","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","AVGV C I A D","male head r.","TI CAE C I A D","male head rad.","","","5","21.0","5.32","https://numismatics.org/collectionimages/19501999/1953/1953.171.669.obv.width175.jpg","https://numismatics.org/collectionimages/19501999/1953/1953.171.669.rev.width175.jpg","2024-05-13T06:43:33Z"
"http://numismatics.org/collection/1944.100.78739","Bronze Coin of Tiberius, Utica. 1944.100.78739","1944.100.78739","https://rpc.ashmus.ox.ac.uk/type/26950","","","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Utica","","","Zeugitana","RPC I, 730","","","","M.344; RPC 730||RPC I, 730","","","","","","","","","Head l.","M M IVL VTI D D","","","","12","15.0","1.79","https://numismatics.org/collectionimages/19001949/1944/1944.100.78739.obv.width175.jpg","","2024-05-13T12:39:16Z"
"http://numismatics.org/collection/1944.100.55174","Silver Drachma of Tiberius, Caesarea in Cappadocia, 14–37. 1944.100.55174","1944.100.55174","https://rpc.ashmus.ox.ac.uk/type/67181","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","Drachma","Greek","Coin","","","","","Struck","Silver","","Caesarea in Cappadocia","","","Cappadocia","RPC I, 3620","","Caesarea in Cappadocia","","RPC I, 3620||RPC.1.3620||S.42","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","TIBERIOS KAISAR SEBASTOS","Head laur. r.","THEOV SEBASTOV VIOS","Mount Argaeus surmounted by radiate male figure stg. l. holding globe in r. and sceptre in l.","","","11","18.0","3.61","https://numismatics.org/collectionimages/19001949/1944/1944.100.55174.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.55174.rev.width175.jpg","2024-05-13T05:36:37Z"
"http://numismatics.org/collection/1944.100.55176","Silver Drachma of Tiberius, Caesarea in Cappadocia, 14–37. 1944.100.55176","1944.100.55176","https://rpc.ashmus.ox.ac.uk/type/67181","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","Drachma","Greek","Coin","","","","","Struck","Silver","","Caesarea in Cappadocia","","","Cappadocia","RPC I, 3620","","","","RPC I, 3620||RPC.1.3620||S.42","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","TIBERIOS KAISAR SEBASTOS","Head laur. r.","THEOV SEBASTOV VIOS","Mount Argaeus surmounted by radiate male figure stg. l. holding globe in r. and sceptre in l.","","","11","18.0","3.39","https://numismatics.org/collectionimages/19001949/1944/1944.100.55176.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.55176.rev.width175.jpg","2024-05-13T05:36:39Z"
"http://numismatics.org/collection/1944.100.55178","Silver Drachma of Tiberius, Caesarea in Cappadocia, 14–37. 1944.100.55178","1944.100.55178","https://rpc.ashmus.ox.ac.uk/type/67181","14","37","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","Drachma","Greek","Coin","","","","","Struck","Silver","","Caesarea in Cappadocia","","","Cappadocia","RPC I, 3620","","","","RPC I, 3620||RPC.1.3620||S.42","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a","","","","","","","TIBERIOS KAISAR SEBASTOS","Head laur. r.","THEOV SEBASTOV VIOS","Mount Argaeus surmounted by radiate male figure stg. l. holding globe in r. and sceptre in l.","","","1","19.0","3.52","https://numismatics.org/collectionimages/19001949/1944/1944.100.55178.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.55178.rev.width175.jpg","2024-05-13T05:36:41Z"
"http://numismatics.org/collection/1944.100.79334","Bronze Coin of Tiberius, Damascus, 16–17. 1944.100.79334","1944.100.79334","https://rpc.ashmus.ox.ac.uk/type/64668","16","17","Tiberius","","","Roman Empire","Julio-Claudian Dynasty","","Tiberius","","Greek","Coin","","","","","","Bronze","","Damascus","","","Coele-Syria","RPC I, 4799","","","","RPC 4799||RPC I, 4799||deSaulcy 3","","","","","","","","ΤΙΒΕΡΙΟΣ ΚΑΙΣΑΡ","Laureate head r.","ΔΑΜΑΣΚΗΝΩΝ L ΕΛΤ","Caduceus","","","1","20.0","6.27","https://numismatics.org/collectionimages/19001949/1944/1944.100.79334.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1944/1944.100.79334.rev.width175.jpg","2024-05-13T02:10:22Z"
